SentimentDate,Subject,AvgRawSentiment,NormalizedSentimentScore
2025-04-25,pete ricketts,,
2025-04-25,raphael warnock,,
2025-04-25,ron wyden,,
2025-04-25,tammy baldwin,,
2025-04-25,ted budd,,
2025-04-25,tommy tuberville,,
2025-04-26,amy klobuchar,,
2025-04-26,bernie moreno,,
2025-04-26,bill cassidy,,
2025-04-26,bob casey,,
2025-04-26,chris coons,,
2025-04-26,deb fischer,,
2025-04-26,dick durbin,,
2025-04-26,ed markey,,
2025-04-26,eric schmitt,,
2025-04-26,joe manchin,,
2025-04-26,john cornyn,,
2025-04-26,jon tester,,
2025-04-26,katie britt,,
2025-04-26,kirsten gillibrand,,
2025-04-26,maria cantwell,,
2025-04-26,marsha blackburn,,
2025-04-26,martin heinrich,,
2025-04-26,michael bennet,,
2025-04-26,pete ricketts,,
2025-04-26,ron wyden,,
2025-04-26,tammy baldwin,,
2025-04-26,tammy duckworth,,
2025-04-26,ted budd,,
2025-04-26,tommy tuberville,,
2025-04-27,amy klobuchar,,
2025-04-27,angus king,,
2025-04-27,ben sasse,,
2025-04-27,bernie moreno,,
2025-04-27,bill cassidy,,
2025-04-27,bob menendez,,
2025-04-27,brian schatz,,
2025-04-27,carper,,
2025-04-27,charles grassley,,
2025-04-27,chris coons,,
2025-04-27,dave mccormick,,
2025-04-27,deb fischer,,
2025-04-27,dick durbin,,
2025-04-27,ed markey,,
2025-04-27,james lankford,,
2025-04-27,joe manchin,,
2025-04-27,john cornyn,,
2025-04-27,katie porter,,
2025-04-27,kirsten gillibrand,,
2025-04-27,markwayne mullin,,
2025-04-27,marsha blackburn,,
2025-04-27,patty murray,,
2025-04-27,pete ricketts,,
2025-04-27,sherrod brown,,
2025-04-27,tammy duckworth,,
2025-04-27,ted budd,,
2025-04-28,amy klobuchar,,
2025-04-28,ben sasse,,
2025-04-28,bill cassidy,,
2025-04-28,bob casey,,
2025-04-28,bob menendez,,
2025-04-28,charles grassley,,
2025-04-28,chris coons,,
2025-04-28,dan sullivan,,
2025-04-28,deb fischer,,
2025-04-28,dick durbin,,
2025-04-28,ed markey,,
2025-04-28,eric schmitt,,
2025-04-28,jacky rosen,,
2025-04-28,james lankford,,
2025-04-28,jerry moran,,
2025-04-28,joe manchin,,
2025-04-28,john cornyn,,
2025-04-28,kirsten gillibrand,,
2025-04-28,maria cantwell,,
2025-04-28,marsha blackburn,,
2025-04-28,michael bennet,,
2025-04-28,mitch mcconnell,,
2025-04-28,pete ricketts,,
2025-04-28,raphael warnock,,
2025-04-28,ron wyden,,
2025-04-28,shelley moore capito,,
2025-04-28,tammy duckworth,,
2025-04-28,ted budd,,
2025-04-29,alex mooney,,
2025-04-29,amy klobuchar,,
2025-04-29,angus king,,
2025-04-29,ben sasse,,
2025-04-29,bill cassidy,,
2025-04-29,bob casey,,
2025-04-29,catherine cortez masto,,
2025-04-29,charles grassley,,
2025-04-29,chris coons,,
2025-04-29,dan sullivan,,
2025-04-29,deb fischer,,
2025-04-29,dick durbin,,
2025-04-29,ed markey,,
2025-04-29,james lankford,,
2025-04-29,jeff merkley,,
2025-04-29,jerry moran,,
2025-04-29,joe manchin,,
2025-04-29,john cornyn,,
2025-04-29,katie porter,,
2025-04-29,markwayne mullin,,
2025-04-29,marsha blackburn,,
2025-04-29,martin heinrich,,
2025-04-29,mazie hirono,,
2025-04-29,mitch mcconnell,,
2025-04-29,patty murray,,
2025-04-29,raphael warnock,,
2025-04-29,richard blumenthal,,
2025-04-29,shelley moore capito,,
2025-04-29,tammy duckworth,,
2025-04-29,ted budd,,
2025-04-29,tommy tuberville,,
2025-04-30,alex mooney,,
2025-04-30,amy klobuchar,,
2025-04-30,angus king,,
2025-04-30,ben sasse,,
2025-04-30,bernie moreno,,
2025-04-30,bill cassidy,,
2025-04-30,bill hagerty,,
2025-04-30,brian schatz,,
2025-04-30,catherine cortez masto,,
2025-04-30,charles grassley,,
2025-04-30,dan sullivan,,
2025-04-30,dave mccormick,,
2025-04-30,jacky rosen,,
2025-04-30,jerry moran,,
2025-04-30,john cornyn,,
2025-04-30,jon tester,,
2025-04-30,markwayne mullin,,
2025-04-30,marsha blackburn,,
2025-04-30,martin heinrich,,
2025-04-30,michael bennet,,
2025-04-30,patty murray,,
2025-04-30,pete ricketts,,
2025-04-30,richard blumenthal,,
2025-04-30,ron wyden,,
2025-04-30,shelley moore capito,,
2025-04-30,tommy tuberville,,
2025-05-01,alex mooney,,
2025-05-01,amy klobuchar,,
2025-05-01,angus king,,
2025-05-01,bernie moreno,,
2025-05-01,bill cassidy,,
2025-05-01,bill hagerty,,
2025-05-01,carper,,
2025-05-01,charles grassley,,
2025-05-01,cindy hyde-smith,,
2025-05-01,dan sullivan,,
2025-05-01,deb fischer,,
2025-05-01,john barrasso,,
2025-05-01,john cornyn,,
2025-05-01,lincoln chafee,,
2025-05-01,maria cantwell,,
2025-05-01,markwayne mullin,,
2025-05-01,marsha blackburn,,
2025-05-01,martin heinrich,,
2025-05-01,michael bennet,,
2025-05-01,mitch mcconnell,,
2025-05-01,pete ricketts,,
2025-05-01,ron wyden,,
2025-05-01,shelley moore capito,,
2025-05-01,sherrod brown,,
2025-05-01,tammy duckworth,,
2025-05-01,tommy tuberville,,
2025-05-02,alex mooney,,
2025-05-02,amy klobuchar,,
2025-05-02,angus king,,
2025-05-02,bernie moreno,,
2025-05-02,bill hagerty,,
2025-05-02,bob casey,,
2025-05-02,bob menendez,,
2025-05-02,carper,,
2025-05-02,catherine cortez masto,,
2025-05-02,cynthia lummis,,
2025-05-02,dan sullivan,,
2025-05-02,deb fischer,,
2025-05-02,ed markey,,
2025-05-02,jeff merkley,,
2025-05-02,joe manchin,,
2025-05-02,john barrasso,,
2025-05-02,john cornyn,,
2025-05-02,lincoln chafee,,
2025-05-02,maria cantwell,,
2025-05-02,mazie hirono,,
2025-05-02,michael bennet,,
2025-05-02,mitch mcconnell,,
2025-05-02,patty murray,,
2025-05-02,richard blumenthal,,
2025-05-02,roger wicker,,
2025-05-02,ron wyden,,
2025-05-02,sherrod brown,,
2025-05-02,tammy baldwin,,
2025-05-02,tammy duckworth,,
2025-05-02,tommy tuberville,,
2025-05-03,amy klobuchar,,
2025-05-03,angus king,,
2025-05-03,ben sasse,,
2025-05-03,bernie moreno,,
2025-05-03,bill cassidy,,
2025-05-03,bob casey,,
2025-05-03,carper,,
2025-05-03,cynthia lummis,,
2025-05-03,dan sullivan,,
2025-05-03,dick durbin,,
2025-05-03,ed markey,,
2025-05-03,james lankford,,
2025-05-03,jeff merkley,,
2025-05-03,jerry moran,,
2025-05-03,john barrasso,,
2025-05-03,jon ossoff,,
2025-05-03,katie porter,,
2025-05-03,maggie hassan,,
2025-05-03,maria cantwell,,
2025-05-03,marsha blackburn,,
2025-05-03,martin heinrich,,
2025-05-03,michael bennet,,
2025-05-03,mitch mcconnell,,
2025-05-03,patty murray,,
2025-05-03,raphael warnock,,
2025-05-03,ron wyden,,
2025-05-03,shelley moore capito,,
2025-05-03,steve daines,,
2025-05-03,tammy duckworth,,
2025-05-03,ted budd,,
2025-05-03,tommy tuberville,,
2025-05-04,amy klobuchar,,
2025-05-04,angus king,,
2025-05-04,bernie moreno,,
2025-05-04,bill cassidy,,
2025-05-04,bob casey,,
2025-05-04,cynthia lummis,,
2025-05-04,dan sullivan,,
2025-05-04,deb fischer,,
2025-05-04,dianne feinstein,,
2025-05-04,dick durbin,,
2025-05-04,ed markey,,
2025-05-04,jacky rosen,,
2025-05-04,jeff merkley,,
2025-05-04,john cornyn,,
2025-05-04,kirsten gillibrand,,
2025-05-04,maria cantwell,,
2025-05-04,marsha blackburn,,
2025-05-04,mitch mcconnell,,
2025-05-04,patty murray,,
2025-05-04,pete ricketts,,
2025-05-04,raphael warnock,,
2025-05-04,roger wicker,,
2025-05-04,ron wyden,,
2025-05-04,shelley moore capito,,
2025-05-04,tammy duckworth,,
2025-05-05,amy klobuchar,,
2025-05-05,angus king,,
2025-05-05,bernie moreno,,
2025-05-05,bill cassidy,,
2025-05-05,bill hagerty,,
2025-05-05,dan sullivan,,
2025-05-05,deb fischer,,
2025-05-05,dick durbin,,
2025-05-05,jeff merkley,,
2025-05-05,jerry moran,,
2025-05-05,joe manchin,,
2025-05-05,john barrasso,,
2025-05-05,jon ossoff,,
2025-05-05,kirsten gillibrand,,
2025-05-05,maria cantwell,,
2025-05-05,michael bennet,,
2025-05-05,mitch mcconnell,,
2025-05-05,patty murray,,
2025-05-05,pete ricketts,,
2025-05-05,ron wyden,,
2025-05-05,shelley moore capito,,
2025-05-05,tammy duckworth,,
2025-05-06,alex mooney,,
2025-05-06,amy klobuchar,,
2025-05-06,angus king,,
2025-05-06,ben sasse,,
2025-05-06,bill cassidy,,
2025-05-06,bill hagerty,,
2025-05-06,brian schatz,,
2025-05-06,carper,,
2025-05-06,chris coons,,
2025-05-06,dan sullivan,,
2025-05-06,deb fischer,,
2025-05-06,dick durbin,,
2025-05-06,eric schmitt,,
2025-05-06,jerry moran,,
2025-05-06,joe manchin,,
2025-05-06,john cornyn,,
2025-05-06,john hickenlooper,,
2025-05-06,jon ossoff,,
2025-05-06,katie britt,,
2025-05-06,marsha blackburn,,
2025-05-06,michael bennet,,
2025-05-06,mitch mcconnell,,
2025-05-06,patty murray,,
2025-05-06,pete ricketts,,
2025-05-06,shelley moore capito,,
2025-05-06,tammy duckworth,,
2025-05-06,ted budd,,
2025-05-06,tommy tuberville,,
2025-05-07,alex mooney,,
2025-05-07,amy klobuchar,,
2025-05-07,angus king,,
2025-05-07,ben sasse,,
2025-05-07,carper,,
2025-05-07,catherine cortez masto,,
2025-05-07,chris coons,,
2025-05-07,dan sullivan,,
2025-05-07,eric schmitt,,
2025-05-07,jacky rosen,,
2025-05-07,jerry moran,,
2025-05-07,joe manchin,,
2025-05-07,john cornyn,,
2025-05-07,jon ossoff,,
2025-05-07,katie britt,,
2025-05-07,katie porter,,
2025-05-07,marsha blackburn,,
2025-05-07,martin heinrich,,
2025-05-07,mazie hirono,,
2025-05-07,michael bennet,,
2025-05-07,mitch mcconnell,,
2025-05-07,patty murray,,
2025-05-07,pete ricketts,,
2025-05-07,raphael warnock,,
2025-05-07,sherrod brown,,
2025-05-07,steve daines,,
2025-05-07,tammy duckworth,,
2025-05-07,ted budd,,
2025-05-07,tommy tuberville,,
2025-05-08,alex mooney,,
2025-05-08,angus king,,
2025-05-08,bernie moreno,,
2025-05-08,bob casey,,
2025-05-08,carper,,
2025-05-08,catherine cortez masto,,
2025-05-08,dan sullivan,,
2025-05-08,dave mccormick,,
2025-05-08,dick durbin,,
2025-05-08,eric schmitt,,
2025-05-08,jacky rosen,,
2025-05-08,jerry moran,,
2025-05-08,joe manchin,,
2025-05-08,john cornyn,,
2025-05-08,john hickenlooper,,
2025-05-08,jon ossoff,,
2025-05-08,katie britt,,
2025-05-08,katie porter,,
2025-05-08,martin heinrich,,
2025-05-08,mazie hirono,,
2025-05-08,michael bennet,,
2025-05-08,mitch mcconnell,,
2025-05-08,patty murray,,
2025-05-08,pete ricketts,,
2025-05-08,raphael warnock,,
2025-05-08,roger wicker,,
2025-05-08,sherrod brown,,
2025-05-08,steve daines,,
2025-05-08,tommy tuberville,,
2025-05-09,alex mooney,,
2025-05-09,amy klobuchar,,
2025-05-09,angus king,,
2025-05-09,ben sasse,,
2025-05-09,bernie moreno,,
2025-05-09,bill cassidy,,
2025-05-09,bill hagerty,,
2025-05-09,bob casey,,
2025-05-09,bob menendez,,
2025-05-09,brian schatz,,
2025-05-09,carper,,
2025-05-09,catherine cortez masto,,
2025-05-09,chris coons,,
2025-05-09,dan sullivan,,
2025-05-09,dave mccormick,,
2025-05-09,dianne feinstein,,
2025-05-09,ed markey,,
2025-05-09,eric schmitt,,
2025-05-09,jerry moran,,
2025-05-09,john cornyn,,
2025-05-09,jon ossoff,,
2025-05-09,katie britt,,
2025-05-09,katie porter,,
2025-05-09,kirsten gillibrand,,
2025-05-09,marsha blackburn,,
2025-05-09,martin heinrich,,
2025-05-09,mitch mcconnell,,
2025-05-09,patty murray,,
2025-05-09,raphael warnock,,
2025-05-09,sherrod brown,,
2025-05-09,tammy duckworth,,
2025-05-10,alex mooney,,
2025-05-10,amy klobuchar,,
2025-05-10,ben sasse,,
2025-05-10,bernie moreno,,
2025-05-10,bill cassidy,,
2025-05-10,bill hagerty,,
2025-05-10,bob casey,,
2025-05-10,bob menendez,,
2025-05-10,carper,,
2025-05-10,catherine cortez masto,,
2025-05-10,chris coons,,
2025-05-10,cindy hyde-smith,,
2025-05-10,cynthia lummis,,
2025-05-10,dave mccormick,,
2025-05-10,dick durbin,,
2025-05-10,jerry moran,,
2025-05-10,john barrasso,,
2025-05-10,john cornyn,,
2025-05-10,jon ossoff,,
2025-05-10,katie britt,,
2025-05-10,katie porter,,
2025-05-10,kirsten gillibrand,,
2025-05-10,maria cantwell,,
2025-05-10,markwayne mullin,,
2025-05-10,marsha blackburn,,
2025-05-10,martin heinrich,,
2025-05-10,mazie hirono,,
2025-05-10,michael bennet,,
2025-05-10,mitch mcconnell,,
2025-05-10,patty murray,,
2025-05-10,pete ricketts,,
2025-05-10,raphael warnock,,
2025-05-10,richard blumenthal,,
2025-05-10,ron wyden,,
2025-05-10,sherrod brown,,
2025-05-10,tammy duckworth,,
2025-05-11,amy klobuchar,,
2025-05-11,angus king,,
2025-05-11,bill cassidy,,
2025-05-11,bill hagerty,,
2025-05-11,bob casey,,
2025-05-11,bob menendez,,
2025-05-11,carper,,
2025-05-11,catherine cortez masto,,
2025-05-11,dan sullivan,,
2025-05-11,dianne feinstein,,
2025-05-11,dick durbin,,
2025-05-11,eric schmitt,,
2025-05-11,jacky rosen,,
2025-05-11,james lankford,,
2025-05-11,jeff merkley,,
2025-05-11,jerry moran,,
2025-05-11,john barrasso,,
2025-05-11,john cornyn,,
2025-05-11,jon ossoff,,
2025-05-11,katie britt,,
2025-05-11,katie porter,,
2025-05-11,maggie hassan,,
2025-05-11,maria cantwell,,
2025-05-11,markwayne mullin,,
2025-05-11,marsha blackburn,,
2025-05-11,mitch mcconnell,,
2025-05-11,patty murray,,
2025-05-11,pete ricketts,,
2025-05-11,raphael warnock,,
2025-05-11,richard blumenthal,,
2025-05-11,tammy duckworth,,
2025-05-12,alex mooney,,
2025-05-12,amy klobuchar,,
2025-05-12,angus king,,
2025-05-12,bernie moreno,,
2025-05-12,bill cassidy,,
2025-05-12,bill hagerty,,
2025-05-12,bob casey,,
2025-05-12,bob menendez,,
2025-05-12,brian schatz,,
2025-05-12,carper,,
2025-05-12,catherine cortez masto,,
2025-05-12,charles grassley,,
2025-05-12,chris coons,,
2025-05-12,dan sullivan,,
2025-05-12,dave mccormick,,
2025-05-12,dianne feinstein,,
2025-05-12,dick durbin,,
2025-05-12,ed markey,,
2025-05-12,james lankford,,
2025-05-12,jerry moran,,
2025-05-12,joe manchin,,
2025-05-12,john cornyn,,
2025-05-12,jon ossoff,,
2025-05-12,katie britt,,
2025-05-12,katie porter,,
2025-05-12,kyrsten sinema,,
2025-05-12,maria cantwell,,
2025-05-12,marsha blackburn,,
2025-05-12,mazie hirono,,
2025-05-12,michael bennet,,
2025-05-12,mitch mcconnell,,
2025-05-12,patty murray,,
2025-05-12,raphael warnock,,
2025-05-12,richard blumenthal,,
2025-05-12,ron wyden,,
2025-05-12,sherrod brown,,
2025-05-12,tammy duckworth,,
2025-05-13,amy klobuchar,,
2025-05-13,angus king,,
2025-05-13,bill cassidy,,
2025-05-13,bill hagerty,,
2025-05-13,bob casey,,
2025-05-13,bob menendez,,
2025-05-13,brian schatz,,
2025-05-13,carper,,
2025-05-13,charles grassley,,
2025-05-13,chris coons,,
2025-05-13,dick durbin,,
2025-05-13,james lankford,,
2025-05-13,jeff merkley,,
2025-05-13,jerry moran,,
2025-05-13,joe manchin,,
2025-05-13,john barrasso,,
2025-05-13,john cornyn,,
2025-05-13,jon ossoff,,
2025-05-13,katie britt,,
2025-05-13,katie porter,,
2025-05-13,kyrsten sinema,,
2025-05-13,maggie hassan,,
2025-05-13,maria cantwell,,
2025-05-13,marsha blackburn,,
2025-05-13,martin heinrich,,
2025-05-13,mazie hirono,,
2025-05-13,mitch mcconnell,,
2025-05-13,ron wyden,,
2025-05-13,tammy duckworth,,
2025-05-13,ted budd,,
2025-05-13,tommy tuberville,,
2025-05-14,amy klobuchar,,
2025-05-14,angus king,,
2025-05-14,bernie moreno,,
2025-05-14,bill cassidy,,
2025-05-14,bill hagerty,,
2025-05-14,bob casey,,
2025-05-14,bob menendez,,
2025-05-14,brian schatz,,
2025-05-14,carper,,
2025-05-14,charles grassley,,
2025-05-14,cindy hyde-smith,,
2025-05-14,dan sullivan,,
2025-05-14,dianne feinstein,,
2025-05-14,dick durbin,,
2025-05-14,jacky rosen,,
2025-05-14,jerry moran,,
2025-05-14,joe manchin,,
2025-05-14,john barrasso,,
2025-05-14,john cornyn,,
2025-05-14,jon ossoff,,
2025-05-14,katie britt,,
2025-05-14,katie porter,,
2025-05-14,marsha blackburn,,
2025-05-14,martin heinrich,,
2025-05-14,mitch mcconnell,,
2025-05-14,pete ricketts,,
2025-05-14,ron wyden,,
2025-05-14,shelley moore capito,,
2025-05-14,tammy baldwin,,
2025-05-14,tammy duckworth,,
2025-05-14,tommy tuberville,,
2025-05-15,alex mooney,,
2025-05-15,amy klobuchar,,
2025-05-15,angus king,,
2025-05-15,ben sasse,,
2025-05-15,bill cassidy,,
2025-05-15,bill hagerty,,
2025-05-15,bob casey,,
2025-05-15,bob menendez,,
2025-05-15,brian schatz,,
2025-05-15,cindy hyde-smith,,
2025-05-15,dan sullivan,,
2025-05-15,dianne feinstein,,
2025-05-15,dick durbin,,
2025-05-15,ed markey,,
2025-05-15,james lankford,,
2025-05-15,jerry moran,,
2025-05-15,jim risch,,
2025-05-15,joe manchin,,
2025-05-15,john barrasso,,
2025-05-15,john cornyn,,
2025-05-15,jon ossoff,,
2025-05-15,katie britt,,
2025-05-15,katie porter,,
2025-05-15,kirsten gillibrand,,
2025-05-15,maria cantwell,,
2025-05-15,michael bennet,,
2025-05-15,mitch mcconnell,,
2025-05-15,pete ricketts,,
2025-05-15,raphael warnock,,
2025-05-15,richard blumenthal,,
2025-05-15,ron wyden,,
2025-05-15,shelley moore capito,,
2025-05-15,tammy baldwin,,
2025-05-15,tammy duckworth,,
2025-05-15,tommy tuberville,,
2025-05-16,alex mooney,,
2025-05-16,amy klobuchar,,
2025-05-16,angus king,,
2025-05-16,bernie moreno,,
2025-05-16,bill cassidy,,
2025-05-16,bill hagerty,,
2025-05-16,bob menendez,,
2025-05-16,brian schatz,,
2025-05-16,carper,,
2025-05-16,charles grassley,,
2025-05-16,chris coons,,
2025-05-16,cindy hyde-smith,,
2025-05-16,dan sullivan,,
2025-05-16,dave mccormick,,
2025-05-16,ed markey,,
2025-05-16,evan bayh,,
2025-05-16,james lankford,,
2025-05-16,jerry moran,,
2025-05-16,joe manchin,,
2025-05-16,john barrasso,,
2025-05-16,john cornyn,,
2025-05-16,jon ossoff,,
2025-05-16,jon tester,,
2025-05-16,katie britt,,
2025-05-16,kirsten gillibrand,,
2025-05-16,kyrsten sinema,,
2025-05-16,maria cantwell,,
2025-05-16,markwayne mullin,,
2025-05-16,martin heinrich,,
2025-05-16,michael bennet,,
2025-05-16,mitch mcconnell,,
2025-05-16,patty murray,,
2025-05-16,pete ricketts,,
2025-05-16,raphael warnock,,
2025-05-16,ron wyden,,
2025-05-16,shelley moore capito,,
2025-05-16,tammy duckworth,,
2025-05-16,tommy tuberville,,
2025-05-17,alex mooney,,
2025-05-17,amy klobuchar,,
2025-05-17,angus king,,
2025-05-17,bill cassidy,,
2025-05-17,bill hagerty,,
2025-05-17,bob menendez,,
2025-05-17,brian schatz,,
2025-05-17,chris coons,,
2025-05-17,dan sullivan,,
2025-05-17,dave mccormick,,
2025-05-17,eric schmitt,,
2025-05-17,evan bayh,,
2025-05-17,jacky rosen,,
2025-05-17,john cornyn,,
2025-05-17,jon ossoff,,
2025-05-17,jon tester,,
2025-05-17,katie britt,,
2025-05-17,katie porter,,
2025-05-17,martin heinrich,,
2025-05-17,mitch mcconnell,,
2025-05-17,patty murray,,
2025-05-17,ron wyden,,
2025-05-17,shelley moore capito,,
2025-05-17,tammy duckworth,,
2025-05-17,tina smith,,
2025-05-17,tommy tuberville,,
2025-05-18,amy klobuchar,,
2025-05-18,angus king,,
2025-05-18,ben cardin,,
2025-05-18,bernie moreno,,
2025-05-18,bill cassidy,,
2025-05-18,bob casey,,
2025-05-18,brian schatz,,
2025-05-18,carper,,
2025-05-18,chris coons,,
2025-05-18,dan sullivan,,
2025-05-18,dick durbin,,
2025-05-18,eric schmitt,,
2025-05-18,jacky rosen,,
2025-05-18,joe manchin,,
2025-05-18,john cornyn,,
2025-05-18,jon tester,,
2025-05-18,katie britt,,
2025-05-18,katie porter,,
2025-05-18,kirsten gillibrand,,
2025-05-18,kyrsten sinema,,
2025-05-18,markwayne mullin,,
2025-05-18,marsha blackburn,,
2025-05-18,martin heinrich,,
2025-05-18,mazie hirono,,
2025-05-18,mitch mcconnell,,
2025-05-18,patty murray,,
2025-05-18,pete ricketts,,
2025-05-18,richard blumenthal,,
2025-05-18,shelley moore capito,,
2025-05-18,tammy duckworth,,
2025-05-19,alex mooney,,
2025-05-19,amy klobuchar,,
2025-05-19,angus king,,
2025-05-19,ben cardin,,
2025-05-19,bernie moreno,,
2025-05-19,bill cassidy,,
2025-05-19,bill hagerty,,
2025-05-19,bob casey,,
2025-05-19,bob menendez,,
2025-05-19,brian schatz,,
2025-05-19,carper,,
2025-05-19,cynthia lummis,,
2025-05-19,dan sullivan,,
2025-05-19,dave mccormick,,
2025-05-19,deb fischer,,
2025-05-19,dick durbin,,
2025-05-19,ed markey,,
2025-05-19,eric schmitt,,
2025-05-19,evan bayh,,
2025-05-19,joe manchin,,
2025-05-19,john barrasso,,
2025-05-19,jon ossoff,,
2025-05-19,jon tester,,
2025-05-19,katie britt,,
2025-05-19,kirsten gillibrand,,
2025-05-19,marsha blackburn,,
2025-05-19,martin heinrich,,
2025-05-19,mazie hirono,,
2025-05-19,michael bennet,,
2025-05-19,mitch mcconnell,,
2025-05-19,patty murray,,
2025-05-19,pete ricketts,,
2025-05-19,raphael warnock,,
2025-05-19,richard blumenthal,,
2025-05-19,ron wyden,,
2025-05-19,shelley moore capito,,
2025-05-19,tammy duckworth,,
2025-05-20,amy klobuchar,,
2025-05-20,angus king,,
2025-05-20,ben cardin,,
2025-05-20,bernie moreno,,
2025-05-20,bill cassidy,,
2025-05-20,bill hagerty,,
2025-05-20,bob casey,,
2025-05-20,bob menendez,,
2025-05-20,carper,,
2025-05-20,catherine cortez masto,,
2025-05-20,dan sullivan,,
2025-05-20,dave mccormick,,
2025-05-20,deb fischer,,
2025-05-20,dianne feinstein,,
2025-05-20,dick durbin,,
2025-05-20,eric schmitt,,
2025-05-20,jacky rosen,,
2025-05-20,jerry moran,,
2025-05-20,joe manchin,,
2025-05-20,john barrasso,,
2025-05-20,jon ossoff,,
2025-05-20,katie porter,,
2025-05-20,kirsten gillibrand,,
2025-05-20,maggie hassan,,
2025-05-20,markwayne mullin,,
2025-05-20,martin heinrich,,
2025-05-20,mazie hirono,,
2025-05-20,michael bennet,,
2025-05-20,mitch mcconnell,,
2025-05-20,patty murray,,
2025-05-20,pete ricketts,,
2025-05-20,roger wicker,,
2025-05-20,ron wyden,,
2025-05-20,shelley moore capito,,
2025-05-20,sherrod brown,,
2025-05-21,amy klobuchar,,
2025-05-21,angus king,,
2025-05-21,ben cardin,,
2025-05-21,bernie moreno,,
2025-05-21,bob casey,,
2025-05-21,bob menendez,,
2025-05-21,carper,,
2025-05-21,catherine cortez masto,,
2025-05-21,charles grassley,,
2025-05-21,chris coons,,
2025-05-21,cynthia lummis,,
2025-05-21,dan sullivan,,
2025-05-21,dave mccormick,,
2025-05-21,deb fischer,,
2025-05-21,dianne feinstein,,
2025-05-21,dick durbin,,
2025-05-21,eric schmitt,,
2025-05-21,jacky rosen,,
2025-05-21,jerry moran,,
2025-05-21,jim risch,,
2025-05-21,joe manchin,,
2025-05-21,john barrasso,,
2025-05-21,john cornyn,,
2025-05-21,jon ossoff,,
2025-05-21,jon tester,,
2025-05-21,katie britt,,
2025-05-21,katie porter,,
2025-05-21,kyrsten sinema,,
2025-05-21,maggie hassan,,
2025-05-21,markwayne mullin,,
2025-05-21,marsha blackburn,,
2025-05-21,martin heinrich,,
2025-05-21,mazie hirono,,
2025-05-21,mitch mcconnell,,
2025-05-21,patty murray,,
2025-05-21,pete ricketts,,
2025-05-21,richard blumenthal,,
2025-05-21,roger wicker,,
2025-05-21,ron wyden,,
2025-05-21,shelley moore capito,,
2025-05-21,sherrod brown,,
2025-05-21,tammy baldwin,,
2025-05-21,tommy tuberville,,
2025-05-22,amy klobuchar,,
2025-05-22,angus king,,
2025-05-22,ben cardin,,
2025-05-22,bernie moreno,,
2025-05-22,bob casey,,
2025-05-22,carper,,
2025-05-22,charles grassley,,
2025-05-22,chris coons,,
2025-05-22,cynthia lummis,,
2025-05-22,dan sullivan,,
2025-05-22,dianne feinstein,,
2025-05-22,dick durbin,,
2025-05-22,eric schmitt,,
2025-05-22,jacky rosen,,
2025-05-22,james lankford,,
2025-05-22,jeff merkley,,
2025-05-22,jerry moran,,
2025-05-22,jim risch,,
2025-05-22,joe manchin,,
2025-05-22,john cornyn,,
2025-05-22,jon ossoff,,
2025-05-22,katie britt,,
2025-05-22,katie porter,,
2025-05-22,kyrsten sinema,,
2025-05-22,maggie hassan,,
2025-05-22,maria cantwell,,
2025-05-22,markwayne mullin,,
2025-05-22,marsha blackburn,,
2025-05-22,martin heinrich,,
2025-05-22,mazie hirono,,
2025-05-22,mitch mcconnell,,
2025-05-22,patty murray,,
2025-05-22,pete ricketts,,
2025-05-22,roger wicker,,
2025-05-22,shelley moore capito,,
2025-05-22,sherrod brown,,
2025-05-22,steve daines,,
2025-05-22,tommy tuberville,,
2025-05-23,amy klobuchar,,
2025-05-23,angus king,,
2025-05-23,ben cardin,,
2025-05-23,bernie moreno,,
2025-05-23,bill cassidy,,
2025-05-23,bob casey,,
2025-05-23,bob menendez,,
2025-05-23,brian schatz,,
2025-05-23,chris coons,,
2025-05-23,cynthia lummis,,
2025-05-23,dan sullivan,,
2025-05-23,eric schmitt,,
2025-05-23,jacky rosen,,
2025-05-23,james lankford,,
2025-05-23,jim risch,,
2025-05-23,joe manchin,,
2025-05-23,john cornyn,,
2025-05-23,jon ossoff,,
2025-05-23,jon tester,,
2025-05-23,katie britt,,
2025-05-23,katie porter,,
2025-05-23,kirsten gillibrand,,
2025-05-23,kyrsten sinema,,
2025-05-23,maggie hassan,,
2025-05-23,maria cantwell,,
2025-05-23,marsha blackburn,,
2025-05-23,martin heinrich,,
2025-05-23,michael bennet,,
2025-05-23,patty murray,,
2025-05-23,pete ricketts,,
2025-05-23,raphael warnock,,
2025-05-23,shelley moore capito,,
2025-05-23,sherrod brown,,
2025-05-23,steve daines,,
2025-05-23,tammy duckworth,,
2025-05-23,ted budd,,
2025-05-23,tina smith,,
2025-05-23,tommy tuberville,,
2025-05-24,amy klobuchar,,
2025-05-24,angus king,,
2025-05-24,ben cardin,,
2025-05-24,bernie moreno,,
2025-05-24,bob casey,,
2025-05-24,bob menendez,,
2025-05-24,brian schatz,,
2025-05-24,cynthia lummis,,
2025-05-24,dan sullivan,,
2025-05-24,dianne feinstein,,
2025-05-24,dick durbin,,
2025-05-24,james lankford,,
2025-05-24,jerry moran,,
2025-05-24,john cornyn,,
2025-05-24,jon ossoff,,
2025-05-24,jon tester,,
2025-05-24,katie britt,,
2025-05-24,katie porter,,
2025-05-24,kirsten gillibrand,,
