SentimentDate,Subject,AvgRawSentiment,NormalizedSentimentScore
2025-03-25,maggie hassan,,
2025-03-25,maria cantwell,,
2025-03-25,markwayne mullin,,
2025-03-25,marsha blackburn,,
2025-03-25,michael bennet,,
2025-03-25,richard blumenthal,,
2025-03-25,roger wicker,,
2025-03-25,shelley moore capito,,
2025-03-25,sherrod brown,,
2025-03-25,steve daines,,
2025-03-25,tammy baldwin,,
2025-03-25,tammy duckworth,,
2025-03-25,ted budd,,
2025-03-26,ben sasse,,
2025-03-26,bernie moreno,,
2025-03-26,bill hagerty,,
2025-03-26,bob casey,,
2025-03-26,chris coons,,
2025-03-26,cindy hyde-smith,,
2025-03-26,cynthia lummis,,
2025-03-26,dave mccormick,,
2025-03-26,deb fischer,,
2025-03-26,eric schmitt,,
2025-03-26,evan bayh,,
2025-03-26,james lankford,,
2025-03-26,katie britt,,
2025-03-26,katie porter,,
2025-03-26,maria cantwell,,
2025-03-26,markwayne mullin,,
2025-03-26,marsha blackburn,,
2025-03-26,martin heinrich,,
2025-03-26,michael bennet,,
2025-03-26,richard blumenthal,,
2025-03-26,roger wicker,,
2025-03-26,ron wyden,,
2025-03-26,shelley moore capito,,
2025-03-26,sherrod brown,,
2025-03-26,steve daines,,
2025-03-26,tammy baldwin,,
2025-03-26,tammy duckworth,,
2025-03-26,ted budd,,
2025-03-27,alex mooney,,
2025-03-27,ben sasse,,
2025-03-27,bernie moreno,,
2025-03-27,bob casey,,
2025-03-27,catherine cortez masto,,
2025-03-27,chris coons,,
2025-03-27,cynthia lummis,,
2025-03-27,dave mccormick,,
2025-03-27,deb fischer,,
2025-03-27,eric schmitt,,
2025-03-27,james lankford,,
2025-03-27,jerry moran,,
2025-03-27,joe manchin,,
2025-03-27,jon tester,,
2025-03-27,katie porter,,
2025-03-27,kirsten gillibrand,,
2025-03-27,markwayne mullin,,
2025-03-27,marsha blackburn,,
2025-03-27,michael bennet,,
2025-03-27,raphael warnock,,
2025-03-27,richard blumenthal,,
2025-03-27,roger wicker,,
2025-03-27,shelley moore capito,,
2025-03-27,sherrod brown,,
2025-03-27,steve daines,,
2025-03-27,tammy duckworth,,
2025-03-28,angus king,,
2025-03-28,ben sasse,,
2025-03-28,bernie moreno,,
2025-03-28,bill hagerty,,
2025-03-28,bob casey,,
2025-03-28,carper,,
2025-03-28,catherine cortez masto,,
2025-03-28,chris coons,,
2025-03-28,cynthia lummis,,
2025-03-28,dave mccormick,,
2025-03-28,deb fischer,,
2025-03-28,dick durbin,,
2025-03-28,eric schmitt,,
2025-03-28,joe manchin,,
2025-03-28,jon tester,,
2025-03-28,kirsten gillibrand,,
2025-03-28,maria cantwell,,
2025-03-28,markwayne mullin,,
2025-03-28,marsha blackburn,,
2025-03-28,martin heinrich,,
2025-03-28,mazie hirono,,
2025-03-28,michael bennet,,
2025-03-28,richard blumenthal,,
2025-03-28,roger wicker,,
2025-03-28,ron wyden,,
2025-03-28,shelley moore capito,,
2025-03-28,sherrod brown,,
2025-03-28,tammy duckworth,,
2025-03-29,angus king,,
2025-03-29,bernie moreno,,
2025-03-29,bob casey,,
2025-03-29,bob menendez,,
2025-03-29,carper,,
2025-03-29,catherine cortez masto,,
2025-03-29,chris coons,,
2025-03-29,dave mccormick,,
2025-03-29,deb fischer,,
2025-03-29,dick durbin,,
2025-03-29,eric schmitt,,
2025-03-29,jeff merkley,,
2025-03-29,jim risch,,
2025-03-29,joe manchin,,
2025-03-29,jon tester,,
2025-03-29,kirsten gillibrand,,
2025-03-29,maria cantwell,,
2025-03-29,marsha blackburn,,
2025-03-29,martin heinrich,,
2025-03-29,michael bennet,,
2025-03-29,richard blumenthal,,
2025-03-29,roger wicker,,
2025-03-29,ron wyden,,
2025-03-29,shelley moore capito,,
2025-03-29,tammy duckworth,,
2025-03-30,angus king,,
2025-03-30,bernie moreno,,
2025-03-30,bob menendez,,
2025-03-30,brian schatz,,
2025-03-30,catherine cortez masto,,
2025-03-30,dave mccormick,,
2025-03-30,jeff merkley,,
2025-03-30,jon tester,,
2025-03-30,katie britt,,
2025-03-30,katie porter,,
2025-03-30,kirsten gillibrand,,
2025-03-30,markwayne mullin,,
2025-03-30,marsha blackburn,,
2025-03-30,martin heinrich,,
2025-03-30,michael bennet,,
2025-03-30,patty murray,,
2025-03-30,raphael warnock,,
2025-03-30,richard blumenthal,,
2025-03-30,ron wyden,,
2025-03-30,shelley moore capito,,
2025-03-30,sherrod brown,,
2025-03-30,tammy duckworth,,
2025-03-31,angus king,,
2025-03-31,ben sasse,,
2025-03-31,bob casey,,
2025-03-31,bob menendez,,
2025-03-31,brian schatz,,
2025-03-31,chris coons,,
2025-03-31,dave mccormick,,
2025-03-31,eric schmitt,,
2025-03-31,jerry moran,,
2025-03-31,jim risch,,
2025-03-31,jon tester,,
2025-03-31,katie britt,,
2025-03-31,kyrsten sinema,,
2025-03-31,markwayne mullin,,
2025-03-31,marsha blackburn,,
2025-03-31,martin heinrich,,
2025-03-31,michael bennet,,
2025-03-31,patty murray,,
2025-03-31,pete ricketts,,
2025-03-31,raphael warnock,,
2025-03-31,ron wyden,,
2025-03-31,shelley moore capito,,
2025-03-31,tammy duckworth,,
2025-04-01,angus king,,
2025-04-01,bill hagerty,,
2025-04-01,bob casey,,
2025-04-01,brian schatz,,
2025-04-01,carper,,
2025-04-01,catherine cortez masto,,
2025-04-01,charles grassley,,
2025-04-01,chris coons,,
2025-04-01,cynthia lummis,,
2025-04-01,dave mccormick,,
2025-04-01,ed markey,,
2025-04-01,jacky rosen,,
2025-04-01,jeff merkley,,
2025-04-01,jerry moran,,
2025-04-01,john hickenlooper,,
2025-04-01,jon tester,,
2025-04-01,katie britt,,
2025-04-01,kyrsten sinema,,
2025-04-01,maggie hassan,,
2025-04-01,maria cantwell,,
2025-04-01,markwayne mullin,,
2025-04-01,martin heinrich,,
2025-04-01,mazie hirono,,
2025-04-01,michael bennet,,
2025-04-01,patty murray,,
2025-04-01,pete ricketts,,
2025-04-01,raphael warnock,,
2025-04-01,roger wicker,,
2025-04-01,ron wyden,,
2025-04-01,shelley moore capito,,
2025-04-01,sherrod brown,,
2025-04-01,tammy duckworth,,
2025-04-02,angus king,,
2025-04-02,bernie moreno,,
2025-04-02,bob casey,,
2025-04-02,brian schatz,,
2025-04-02,catherine cortez masto,,
2025-04-02,chris coons,,
2025-04-02,cindy hyde-smith,,
2025-04-02,cynthia lummis,,
2025-04-02,dave mccormick,,
2025-04-02,deb fischer,,
2025-04-02,dianne feinstein,,
2025-04-02,dick durbin,,
2025-04-02,ed markey,,
2025-04-02,jacky rosen,,
2025-04-02,jeff merkley,,
2025-04-02,jerry moran,,
2025-04-02,jim risch,,
2025-04-02,joe manchin,,
2025-04-02,john hickenlooper,,
2025-04-02,jon tester,,
2025-04-02,katie porter,,
2025-04-02,maggie hassan,,
2025-04-02,martin heinrich,,
2025-04-02,mazie hirono,,
2025-04-02,michael bennet,,
2025-04-02,patty murray,,
2025-04-02,pete ricketts,,
2025-04-02,raphael warnock,,
2025-04-02,roger wicker,,
2025-04-02,ron wyden,,
2025-04-02,shelley moore capito,,
2025-04-02,tammy baldwin,,
2025-04-02,tammy duckworth,,
2025-04-03,angus king,,
2025-04-03,ben sasse,,
2025-04-03,bernie moreno,,
2025-04-03,bill hagerty,,
2025-04-03,brian schatz,,
2025-04-03,catherine cortez masto,,
2025-04-03,chris coons,,
2025-04-03,dave mccormick,,
2025-04-03,deb fischer,,
2025-04-03,dianne feinstein,,
2025-04-03,dick durbin,,
2025-04-03,ed markey,,
2025-04-03,jerry moran,,
2025-04-03,joe manchin,,
2025-04-03,john barrasso,,
2025-04-03,jon tester,,
2025-04-03,katie porter,,
2025-04-03,kirsten gillibrand,,
2025-04-03,maria cantwell,,
2025-04-03,markwayne mullin,,
2025-04-03,marsha blackburn,,
2025-04-03,mazie hirono,,
2025-04-03,patty murray,,
2025-04-03,pete ricketts,,
2025-04-03,raphael warnock,,
2025-04-03,richard blumenthal,,
2025-04-03,roger wicker,,
2025-04-03,ron wyden,,
2025-04-03,sherrod brown,,
2025-04-03,steve daines,,
2025-04-03,tammy baldwin,,
2025-04-03,tammy duckworth,,
2025-04-03,ted budd,,
2025-04-03,tommy tuberville,,
2025-04-04,alex mooney,,
2025-04-04,angus king,,
2025-04-04,bernie moreno,,
2025-04-04,bill hagerty,,
2025-04-04,bob casey,,
2025-04-04,brian schatz,,
2025-04-04,catherine cortez masto,,
2025-04-04,chris coons,,
2025-04-04,dave mccormick,,
2025-04-04,deb fischer,,
2025-04-04,dick durbin,,
2025-04-04,ed markey,,
2025-04-04,eric schmitt,,
2025-04-04,jeff merkley,,
2025-04-04,jerry moran,,
2025-04-04,joe manchin,,
2025-04-04,jon tester,,
2025-04-04,maria cantwell,,
2025-04-04,markwayne mullin,,
2025-04-04,marsha blackburn,,
2025-04-04,martin heinrich,,
2025-04-04,pete ricketts,,
2025-04-04,raphael warnock,,
2025-04-04,richard blumenthal,,
2025-04-04,roger wicker,,
2025-04-04,sherrod brown,,
2025-04-04,steve daines,,
2025-04-04,tammy duckworth,,
2025-04-04,tommy tuberville,,
2025-04-05,alex mooney,,
2025-04-05,angus king,,
2025-04-05,bernie moreno,,
2025-04-05,bill hagerty,,
2025-04-05,bob casey,,
2025-04-05,bob menendez,,
2025-04-05,carper,,
2025-04-05,catherine cortez masto,,
2025-04-05,chris coons,,
2025-04-05,deb fischer,,
2025-04-05,dianne feinstein,,
2025-04-05,dick durbin,,
2025-04-05,ed markey,,
2025-04-05,eric schmitt,,
2025-04-05,jerry moran,,
2025-04-05,joe manchin,,
2025-04-05,katie britt,,
2025-04-05,kirsten gillibrand,,
2025-04-05,kyrsten sinema,,
2025-04-05,maria cantwell,,
2025-04-05,markwayne mullin,,
2025-04-05,marsha blackburn,,
2025-04-05,martin heinrich,,
2025-04-05,michael bennet,,
2025-04-05,richard blumenthal,,
2025-04-05,roger wicker,,
2025-04-05,ron wyden,,
2025-04-05,steve daines,,
2025-04-05,tommy tuberville,,
2025-04-06,alex mooney,,
2025-04-06,angus king,,
2025-04-06,bernie moreno,,
2025-04-06,bob casey,,
2025-04-06,carper,,
2025-04-06,catherine cortez masto,,
2025-04-06,deb fischer,,
2025-04-06,dianne feinstein,,
2025-04-06,dick durbin,,
2025-04-06,ed markey,,
2025-04-06,evan bayh,,
2025-04-06,james lankford,,
2025-04-06,jerry moran,,
2025-04-06,kirsten gillibrand,,
2025-04-06,kyrsten sinema,,
2025-04-06,maggie hassan,,
2025-04-06,markwayne mullin,,
2025-04-06,marsha blackburn,,
2025-04-06,martin heinrich,,
2025-04-06,mazie hirono,,
2025-04-06,michael bennet,,
2025-04-06,patty murray,,
2025-04-06,pete ricketts,,
2025-04-06,raphael warnock,,
2025-04-06,shelley moore capito,,
2025-04-06,steve daines,,
2025-04-06,tammy baldwin,,
2025-04-06,tammy duckworth,,
2025-04-06,tommy tuberville,,
2025-04-07,angus king,,
2025-04-07,bernie moreno,,
2025-04-07,bob casey,,
2025-04-07,brian schatz,,
2025-04-07,carper,,
2025-04-07,catherine cortez masto,,
2025-04-07,charles grassley,,
2025-04-07,chris coons,,
2025-04-07,dan sullivan,,
2025-04-07,dave mccormick,,
2025-04-07,dick durbin,,
2025-04-07,ed markey,,
2025-04-07,jacky rosen,,
2025-04-07,jerry moran,,
2025-04-07,joe manchin,,
2025-04-07,jon tester,,
2025-04-07,kirsten gillibrand,,
2025-04-07,maggie hassan,,
2025-04-07,maria cantwell,,
2025-04-07,markwayne mullin,,
2025-04-07,martin heinrich,,
2025-04-07,mazie hirono,,
2025-04-07,michael bennet,,
2025-04-07,pete ricketts,,
2025-04-07,richard blumenthal,,
2025-04-07,roger wicker,,
2025-04-07,ron wyden,,
2025-04-07,shelley moore capito,,
2025-04-07,sherrod brown,,
2025-04-07,steve daines,,
2025-04-07,tammy duckworth,,
2025-04-07,tommy tuberville,,
2025-04-08,ben sasse,,
2025-04-08,bernie moreno,,
2025-04-08,bob casey,,
2025-04-08,brian schatz,,
2025-04-08,carper,,
2025-04-08,catherine cortez masto,,
2025-04-08,dan sullivan,,
2025-04-08,dianne feinstein,,
2025-04-08,eric schmitt,,
2025-04-08,evan bayh,,
2025-04-08,jerry moran,,
2025-04-08,joe manchin,,
2025-04-08,john hickenlooper,,
2025-04-08,jon tester,,
2025-04-08,katie porter,,
2025-04-08,kirsten gillibrand,,
2025-04-08,maria cantwell,,
2025-04-08,markwayne mullin,,
2025-04-08,marsha blackburn,,
2025-04-08,michael bennet,,
2025-04-08,richard blumenthal,,
2025-04-08,ron wyden,,
2025-04-08,shelley moore capito,,
2025-04-08,sherrod brown,,
2025-04-08,tammy duckworth,,
2025-04-08,tommy tuberville,,
2025-04-09,alex mooney,,
2025-04-09,angus king,,
2025-04-09,bernie moreno,,
2025-04-09,bill hagerty,,
2025-04-09,bob casey,,
2025-04-09,carper,,
2025-04-09,catherine cortez masto,,
2025-04-09,charles grassley,,
2025-04-09,cynthia lummis,,
2025-04-09,dan sullivan,,
2025-04-09,dave mccormick,,
2025-04-09,dick durbin,,
2025-04-09,john cornyn,,
2025-04-09,john hickenlooper,,
2025-04-09,jon tester,,
2025-04-09,katie britt,,
2025-04-09,kirsten gillibrand,,
2025-04-09,maria cantwell,,
2025-04-09,markwayne mullin,,
2025-04-09,marsha blackburn,,
2025-04-09,martin heinrich,,
2025-04-09,mazie hirono,,
2025-04-09,raphael warnock,,
2025-04-09,richard blumenthal,,
2025-04-09,ron wyden,,
2025-04-09,shelley moore capito,,
2025-04-09,tammy duckworth,,
2025-04-09,tommy tuberville,,
2025-04-10,alex mooney,,
2025-04-10,angus king,,
2025-04-10,bill hagerty,,
2025-04-10,bob casey,,
2025-04-10,brian schatz,,
2025-04-10,catherine cortez masto,,
2025-04-10,dan sullivan,,
2025-04-10,dave mccormick,,
2025-04-10,dick durbin,,
2025-04-10,jeff merkley,,
2025-04-10,jerry moran,,
2025-04-10,john cornyn,,
2025-04-10,john hickenlooper,,
2025-04-10,jon tester,,
2025-04-10,katie britt,,
2025-04-10,katie porter,,
2025-04-10,maria cantwell,,
2025-04-10,markwayne mullin,,
2025-04-10,martin heinrich,,
2025-04-10,mazie hirono,,
2025-04-10,michael bennet,,
2025-04-10,pete ricketts,,
2025-04-10,raphael warnock,,
2025-04-10,richard blumenthal,,
2025-04-10,ron wyden,,
2025-04-10,shelley moore capito,,
2025-04-10,tammy baldwin,,
2025-04-10,tammy duckworth,,
2025-04-10,tommy tuberville,,
2025-04-11,angus king,,
2025-04-11,bernie moreno,,
2025-04-11,bill hagerty,,
2025-04-11,bob casey,,
2025-04-11,carper,,
2025-04-11,dan sullivan,,
2025-04-11,dave mccormick,,
2025-04-11,deb fischer,,
2025-04-11,dianne feinstein,,
2025-04-11,eric schmitt,,
2025-04-11,jeff merkley,,
2025-04-11,jerry moran,,
2025-04-11,john cornyn,,
2025-04-11,jon tester,,
2025-04-11,katie porter,,
2025-04-11,maggie hassan,,
2025-04-11,michael bennet,,
2025-04-11,pete ricketts,,
2025-04-11,raphael warnock,,
2025-04-11,richard blumenthal,,
2025-04-11,ron wyden,,
2025-04-11,shelley moore capito,,
2025-04-12,bernie moreno,,
2025-04-12,bob casey,,
2025-04-12,carper,,
2025-04-12,dan sullivan,,
2025-04-12,dave mccormick,,
2025-04-12,deb fischer,,
2025-04-12,dick durbin,,
2025-04-12,jeff merkley,,
2025-04-12,jerry moran,,
2025-04-12,joe manchin,,
2025-04-12,john cornyn,,
2025-04-12,jon tester,,
2025-04-12,kirsten gillibrand,,
2025-04-12,maggie hassan,,
2025-04-12,marsha blackburn,,
2025-04-12,michael bennet,,
2025-04-12,patty murray,,
2025-04-12,pete ricketts,,
2025-04-12,raphael warnock,,
2025-04-12,richard blumenthal,,
2025-04-12,roger wicker,,
2025-04-12,ron wyden,,
2025-04-12,shelley moore capito,,
2025-04-12,tammy baldwin,,
2025-04-12,ted budd,,
2025-04-12,tommy tuberville,,
2025-04-13,alex mooney,,
2025-04-13,angus king,,
2025-04-13,bob casey,,
2025-04-13,dan sullivan,,
2025-04-13,jeff merkley,,
2025-04-13,jerry moran,,
2025-04-13,joe manchin,,
2025-04-13,john cornyn,,
2025-04-13,maggie hassan,,
2025-04-13,marsha blackburn,,
2025-04-13,michael bennet,,
2025-04-13,patty murray,,
2025-04-13,pete ricketts,,
2025-04-13,raphael warnock,,
2025-04-13,roger wicker,,
2025-04-13,sherrod brown,,
2025-04-14,alex mooney,,
2025-04-14,angus king,,
2025-04-14,bob casey,,
2025-04-14,dan sullivan,,
2025-04-14,james lankford,,
2025-04-14,john cornyn,,
2025-04-14,katie porter,,
2025-04-14,maggie hassan,,
2025-04-14,marsha blackburn,,
2025-04-14,patty murray,,
2025-04-14,raphael warnock,,
2025-04-14,roger wicker,,
2025-04-14,ron wyden,,
2025-04-14,sherrod brown,,
2025-04-14,tammy baldwin,,
2025-04-14,tammy duckworth,,
2025-04-14,ted budd,,
2025-04-15,alex mooney,,
2025-04-15,angus king,,
2025-04-15,bernie moreno,,
2025-04-15,bill cassidy,,
2025-04-15,bob casey,,
2025-04-15,chris coons,,
2025-04-15,dan sullivan,,
2025-04-15,dick durbin,,
2025-04-15,jeff merkley,,
2025-04-15,jerry moran,,
2025-04-15,john cornyn,,
2025-04-15,john hickenlooper,,
2025-04-15,katie porter,,
2025-04-15,maggie hassan,,
2025-04-15,michael bennet,,
2025-04-15,raphael warnock,,
2025-04-15,shelley moore capito,,
2025-04-15,sherrod brown,,
2025-04-15,tammy baldwin,,
2025-04-15,tammy duckworth,,
2025-04-15,ted budd,,
2025-04-16,angus king,,
2025-04-16,ben sasse,,
2025-04-16,bill hagerty,,
2025-04-16,bob casey,,
2025-04-16,dan sullivan,,
2025-04-16,dave mccormick,,
2025-04-16,dick durbin,,
2025-04-16,jeff merkley,,
2025-04-16,john cornyn,,
2025-04-16,katie britt,,
2025-04-16,katie porter,,
2025-04-16,kyrsten sinema,,
2025-04-16,maggie hassan,,
2025-04-16,marsha blackburn,,
2025-04-16,michael bennet,,
2025-04-16,patty murray,,
2025-04-16,raphael warnock,,
2025-04-16,ron wyden,,
2025-04-16,steve daines,,
2025-04-17,ben sasse,,
2025-04-17,bernie moreno,,
2025-04-17,bill cassidy,,
2025-04-17,bill hagerty,,
2025-04-17,bob menendez,,
2025-04-17,chris coons,,
2025-04-17,dan sullivan,,
2025-04-17,dave mccormick,,
2025-04-17,deb fischer,,
2025-04-17,jeff merkley,,
2025-04-17,jerry moran,,
2025-04-17,katie britt,,
2025-04-17,katie porter,,
2025-04-17,maggie hassan,,
2025-04-17,markwayne mullin,,
2025-04-17,marsha blackburn,,
2025-04-17,martin heinrich,,
2025-04-17,mazie hirono,,
2025-04-17,michael bennet,,
2025-04-17,richard blumenthal,,
2025-04-17,roger wicker,,
2025-04-17,shelley moore capito,,
2025-04-17,steve daines,,
2025-04-17,tammy duckworth,,
2025-04-17,ted budd,,
2025-04-18,angus king,,
2025-04-18,bernie moreno,,
2025-04-18,bill cassidy,,
2025-04-18,bob casey,,
2025-04-18,bob menendez,,
2025-04-18,chris coons,,
2025-04-18,dan sullivan,,
2025-04-18,dave mccormick,,
2025-04-18,deb fischer,,
2025-04-18,james lankford,,
2025-04-18,jerry moran,,
2025-04-18,jim risch,,
2025-04-18,john cornyn,,
2025-04-18,john hickenlooper,,
2025-04-18,katie britt,,
2025-04-18,katie porter,,
2025-04-18,maria cantwell,,
2025-04-18,marsha blackburn,,
2025-04-18,martin heinrich,,
2025-04-18,michael bennet,,
2025-04-18,raphael warnock,,
2025-04-18,richard blumenthal,,
2025-04-18,roger wicker,,
2025-04-18,shelley moore capito,,
2025-04-18,sherrod brown,,
2025-04-18,tammy baldwin,,
2025-04-18,tammy duckworth,,
2025-04-19,alex mooney,,
2025-04-19,angus king,,
2025-04-19,bernie moreno,,
2025-04-19,bill cassidy,,
2025-04-19,bob casey,,
2025-04-19,chris coons,,
2025-04-19,cynthia lummis,,
2025-04-19,dan sullivan,,
2025-04-19,deb fischer,,
2025-04-19,dianne feinstein,,
2025-04-19,eric schmitt,,
2025-04-19,james lankford,,
2025-04-19,jeff merkley,,
2025-04-19,jim risch,,
2025-04-19,katie porter,,
2025-04-19,maggie hassan,,
2025-04-19,maria cantwell,,
2025-04-19,michael bennet,,
2025-04-19,patty murray,,
2025-04-19,raphael warnock,,
2025-04-19,richard blumenthal,,
2025-04-19,shelley moore capito,,
2025-04-19,tammy baldwin,,
2025-04-19,tammy duckworth,,
2025-04-20,amy klobuchar,,
2025-04-20,angus king,,
2025-04-20,bernie moreno,,
2025-04-20,bill cassidy,,
2025-04-20,bob casey,,
2025-04-20,dan sullivan,,
2025-04-20,dave mccormick,,
2025-04-20,deb fischer,,
2025-04-20,dick durbin,,
2025-04-20,eric schmitt,,
2025-04-20,james lankford,,
2025-04-20,jeff merkley,,
2025-04-20,jim risch,,
2025-04-20,john cornyn,,
2025-04-20,jon tester,,
2025-04-20,katie porter,,
2025-04-20,maggie hassan,,
2025-04-20,patty murray,,
2025-04-20,shelley moore capito,,
2025-04-20,tammy baldwin,,
2025-04-20,ted budd,,
2025-04-21,amy klobuchar,,
2025-04-21,angus king,,
2025-04-21,bill cassidy,,
2025-04-21,bob casey,,
2025-04-21,bob menendez,,
2025-04-21,dan sullivan,,
2025-04-21,deb fischer,,
2025-04-21,eric schmitt,,
2025-04-21,evan bayh,,
2025-04-21,jacky rosen,,
2025-04-21,james lankford,,
2025-04-21,jerry moran,,
2025-04-21,jim risch,,
2025-04-21,john cornyn,,
2025-04-21,katie porter,,
2025-04-21,kirsten gillibrand,,
2025-04-21,maggie hassan,,
2025-04-21,marsha blackburn,,
2025-04-21,martin heinrich,,
2025-04-21,michael bennet,,
2025-04-21,patty murray,,
2025-04-21,pete ricketts,,
2025-04-21,raphael warnock,,
2025-04-21,shelley moore capito,,
2025-04-21,sherrod brown,,
2025-04-21,steve daines,,
2025-04-21,tammy duckworth,,
2025-04-22,angus king,,
2025-04-22,bernie moreno,,
2025-04-22,bill cassidy,,
2025-04-22,bob casey,,
2025-04-22,bob menendez,,
2025-04-22,dan sullivan,,
2025-04-22,deb fischer,,
